module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M2,M2.02.05,,"49. In SHM, under what circumstances is the velocity a maximum?",velocity is a maximum at the pole position of the motion,velocity is a maximum at the equilibrium position of the motion,velocity is a maximum at the maximum position of the motion,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 11 WITHOUT ANSWERS.pdf,"{""raw"": ""49. In SHM, under what circumstances is the velocity a maximum?\na. velocity is a maximum at the pole position of the motion\nb. velocity is a maximum at the equilibrium position of the motion\nc. velocity is a maximum at the maximum position of the motion"", ""question"": ""49. In SHM, under what circumstances is the velocity a maximum?"", ""options"": [""velocity is a maximum at the pole position of the motion"", ""velocity is a maximum at the equilibrium position of the motion"", ""velocity is a maximum at the maximum position of the motion""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 11 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,,,"The angular distance moved in radian, divided by the time taken = :",angular displacement,angular velocity,linear velocity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 11 WITHOUT ANSWERS.pdf,"{""raw"": ""51. The angular distance moved in radian, divided by the time taken = :\na. angular displacement\nb. angular velocity\nc. linear velocity"", ""question"": ""The angular distance moved in radian, divided by the time taken = :"", ""options"": [""angular displacement"", ""angular velocity"", ""linear velocity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 11 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,,,In which medium does sound travel the fastest?,Iron.,Air.,Water.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 1. In which medium does sound travel the fastest?\nOption A. Iron.\nOption B. Air.\nOption C. Water."", ""question"": ""In which medium does sound travel the fastest?"", ""options"": [""Iron."", ""Air."", ""Water.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""EASY""}"
M2,,,Which has the most effect on the speed of sound in air?,40 Hz.,40 KHz.,20 Hz.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 2. Which has the most effect on the speed of sound in air?\nOption A. Temperature.\nOption B. Wavelength.\nOption C. Frequency.\nQuestion Number. 3. The fundamental frequency of a control cable is 20 Hz, the frequency of the 2nd Harmonic is\nOption A. 40 Hz.\nOption B. 40 KHz.\nOption C. 20 Hz."", ""question"": ""Which has the most effect on the speed of sound in air?"", ""options"": [""40 Hz."", ""40 KHz."", ""20 Hz.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,M2.2.4,,Which of the following is an example of a Longitudinal Wave?,Sound Wave.,Radio Wave.,Light Wave.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 4. Which of the following is an example of a Longitudinal Wave?\nOption A. Sound Wave.\nOption B. Radio Wave.\nOption C. Light Wave."", ""question"": ""Which of the following is an example of a Longitudinal Wave?"", ""options"": [""Sound Wave."", ""Radio Wave."", ""Light Wave.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.4"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,,,What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?,real.,virtual.,a chromatic object.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 5. What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?\nOption A. 4.4 m.\nOption C. 0.44 km.\nOption B. 0.44 m.\nQuestion Number. 6 For a concave lens, the image is\nOption A. real.\nOption B. virtual.\nOption C. a chromatic object."", ""question"": ""What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?"", ""options"": [""real."", ""virtual."", ""a chromatic object.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,M2.2.4,,Lasers use which source of light?,converging.,concave.,thick.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 7. Lasers use which source of light?\nOption A. Scattered.\nOption B. Refraction.\nOption C. Coherent.\nQuestion Number. 8. Illumination of one lumen per metre squared is one\nOption A. luxor.\nOption B. lux.\nOption C. candle.\nQuestion Number. 9. The amount of light emitted by a lamp can be measured in\nOption A. candle's.\nOption B. luxors.\nOption C. lumens.\nQuestion Number. 10. The light gathering power of a lens is indicated by its\nOption A. material.\nOption B. thickness of the lens.\nOption C. focal ratio.\nQuestion Number. 11. In order for a converging lens to form a real image, the object distance must be more than the\nOption A. focal length.\nOption B. 5 times the thickness of the lens.\nOption C. 1 inch.\nQuestion Number. 12. A ______ lens is thicker in the middle than at the edges. It is\nOption A. converging.\nOption B. concave.\nOption C. thick.\n2 | P age"", ""question"": ""Lasers use which source of light?"", ""options"": [""converging."", ""concave."", ""thick.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.4"", ""level"": null, ""difficulty"": ""EASY""}"
M2,M2.2.3(b),,When is the only time a concave mirror forms a virtual image?,the latent heat of vaporisation.,sensible energy.,the latent heat of fusion.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 13. When is the only time a concave mirror forms a virtual image?\nOption A. When the object is at the focal point.\nOption B. When the object is inside the focal point and the pole.\nOption C. When the object is placed at the centre of curvature.\nQuestion Number. 14. A convex mirror forms a virtual image\nOption A. when the object is at the centre of curvature.\nOption B. when the object is inside the focus.\nOption C. always.\nQuestion Number. 15. A Concave mirror is used in\nOption A. a rear view mirror.\nOption B. a periscope.\nOption C. headlights.\nQuestion Number. 16. A block of metal is melted. It will\nOption A. remain the same volume.\nOption B. decrease in volume.\nOption C. increase in volume.\nQuestion Number. 17. The energy that ice at 0 °C must gain so that it turns to water at 0 °C is called\nOption A. the latent heat of vaporisation.\nOption B. sensible energy.\nOption C. the latent heat of fusion."", ""question"": ""When is the only time a concave mirror forms a virtual image?"", ""options"": [""the latent heat of vaporisation."", ""sensible energy."", ""the latent heat of fusion.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,M2.02.03,,An ideal gas goes through an isothermal process. It will act in accordance with which law?,liquids and gases.,gases and solids.,solids and liquids.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 18. An ideal gas goes through an isothermal process. It will act in accordance with which law?\nOption A. Gay Lussac's.\nOption B. Boyle's.\nOption C. Charles's.\nQuestion Number. 19. The Steam Point of water is\nOption A. 0 Kelvin.\nOption B. 373 Kelvin.\nOption C. 273 Kelvin.\nQuestion Number. 20. A 200 cm titanium bar increases in length by 2 cm when its temperature rises by 100 °C. Its\nlinear expansivity is\nOption A. 0.0101 per °C.\nOption B. 0.01 per °C.\nOption C. 0.0001 per °C.\nQuestion Number. 21. Heat transmission by convection is confined to\nOption A. liquids and gases.\nOption B. gases and solids.\nOption C. solids and liquids."", ""question"": ""An ideal gas goes through an isothermal process. It will act in accordance with which law?"", ""options"": [""liquids and gases."", ""gases and solids."", ""solids and liquids.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,M2.2.3(b),,Which contains the least amount of heat energy?,Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy.,1 kg of water at 0 °C.,1 kg of ice at 0 °C.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 22. Which contains the least amount of heat energy?\nOption A. Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy.\nOption B. 1 kg of water at 0 °C.\nOption C. 1 kg of ice at 0 °C."", ""question"": ""Which contains the least amount of heat energy?"", ""options"": [""Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy."", ""1 kg of water at 0 °C."", ""1 kg of ice at 0 °C.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(b)"", ""level"": null, ""difficulty"": ""EASY""}"
M2,M2.02.05,,Which weighs the most?,1 kg of ice at 0 °C.,Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same weight.,1 kg of water at 0 °C.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 23. Which weighs the most?\nOption A. 1 kg of ice at 0 °C.\nOption B. Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same weight.\nOption C. 1 kg of water at 0 °C."", ""question"": ""Which weighs the most?"", ""options"": [""1 kg of ice at 0 °C."", ""Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same weight."", ""1 kg of water at 0 °C.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""EASY""}"
M2,M2.02.05,,Which has the greatest density?,1 kg of ice at 0 °C.,1 kg of water at 0 °C.,Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same density.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 24. Which has the greatest density?\nOption A. 1 kg of ice at 0 °C.\nOption B. 1 kg of water at 0 °C.\nOption C. Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same density.\n3 | P age"", ""question"": ""Which has the greatest density?"", ""options"": [""1 kg of ice at 0 °C."", ""1 kg of water at 0 °C."", ""Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same density.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""EASY""}"
M2,,,Which has the greatest volume?,Newton per metre squared (N/m2).,Cubic metre (m3).,kilogram per metre cubed (kg/m3).,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 25. Which has the greatest volume?\nOption A. 1 kg of water at 0 °C.\nOption B. 1 kg of ice at 0 °C.\nOption C. Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same volume.\nQuestion Number. 26. The temperature at which water will exist as a solid, liquid and gas, all at the same time, is\ncalled.\nOption A. the triple point and is approximately 0 °C.\nOption B. the tri-state point and is approximately at 0 °C.\nOption C. the tri-state point and is approximately 98 °C.\nQuestion Number. 27. Material X and material Y are both removed from the same oven at the same time, after being in\nthe same amount of time. Material X is of a higher temperature than material Y, because\nOption A. material Y has a higher specific heat capacity.\nOption B. material X must have had a higher temperature before it was put in the oven.\nOption C. material X has a higher specific heat capacity.\nQuestion Number. 28. Atmospheric pressure at ISA conditions is\nOption A. 1013 pa.\nOption B. 1013 bar.\nOption C. 1013 mBar.\nQuestion Number. 29. Convert 220 gallons to litres.\nOption A. 1000 litres.\nOption B. 48.4 litres.\nOption C. 500 litres..\nQuestion Number. 30. The SI unit of pressure is the\nOption A. Newton per metre squared (N/m2).\nOption B. Cubic metre (m3).\nOption C. kilogram per metre cubed (kg/m3)."", ""question"": ""Which has the greatest volume?"", ""options"": [""Newton per metre squared (N/m2)."", ""Cubic metre (m3)."", ""kilogram per metre cubed (kg/m3).""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""EASY""}"
M2,M2.2.3(a),,A gauge indicates 15 PSIG. What is the absolute pressure?,low condensation temperature and high condensation pressure.,low condensation temperature and low condensation pressure.,high condensation temperature and low condensation pressure.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 31. A gauge indicates 15 PSIG. What is the absolute pressure?\nOption A. 30 PSI.\nOption B. 0.3 PSI.\nOption C. Zero PSI.\nQuestion Number. 32. Water is most dense at\nOption A. -4 °C.\nOption B. 0 °C.\nOption C. +4 °C.\nQuestion Number. 33. Viscosity can be described as\nOption A. Newton's 1st law of motion.\nOption B. fluids flowing in a straight line.\nOption C. the internal resistance for a fluid to flow.\nQuestion Number. 34. How much lift is produced on a wing can be derived from\nOption A. Bernoulli's Theorem.\nOption B. Faraday's law.\nOption C. Charles law.\nQuestion Number. 35. Pressure in a pipe is\nOption A. force per unit area.\nOption B. mass divided by cross-sectional area.\nOption C. weight per unit area.\nQuestion Number. 36. A good refrigerant has a\nOption A. low condensation temperature and high condensation pressure.\nOption B. low condensation temperature and low condensation pressure.\nOption C. high condensation temperature and low condensation pressure.\n4 | P age"", ""question"": ""A gauge indicates 15 PSIG. What is the absolute pressure?"", ""options"": [""low condensation temperature and high condensation pressure."", ""low condensation temperature and low condensation pressure."", ""high condensation temperature and low condensation pressure.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,M2.02.05,,What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?,a tied gyro.,a space gyro.,an earth gyro.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 37. What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?\nOption A. 5 kg.m/s.\nOption B. 0.002 kg.m/s.\nOption C. 0.0002 kg.m/s.\nQuestion Number. 38. A gyroscope suffers from apparent wander. This is due to\nOption A. friction on the gimbals and bearings.\nOption B. the earth's rotation.\nOption C. the aircraft flying along a north/south track.\nQuestion Number. 38. The SI unit of momentum is the\nOption A. metre squared (m2).\nOption B. kilogram metre per second.\nOption C. kilogram / metre (kg/m).\nQuestion Number. 39. Precession in a gyro is\nOption A. proportional to the square of the magnitude of the torque applied\nOption B. proportional to the magnitude of the torque applied.\nOption C. inversely proportional to the magnitude of the torque applied.\nQuestion Number. 40. A gyro with a fixed point free to rotate in three axis is\nOption A. a tied gyro.\nOption B. a space gyro.\nOption C. an earth gyro."", ""question"": ""What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?"", ""options"": [""a tied gyro."", ""a space gyro."", ""an earth gyro.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,,,What type of friction requires the greatest force to overcome it?,2.,1/2.,1.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 41. What type of friction requires the greatest force to overcome it?\nOption A. Dynamic friction.\nOption B. Static friction.\nOption C. Rolling friction.\nQuestion Number. 42. As an object slides down a slope, its\nOption A. kinetic energy increases and its potential energy increases.\nOption B. kinetic energy increases and its potential energy decreases.\nOption C. kinetic energy decreases and its potential energy increases.\nQuestion Number. 43. A single fixed pulley (discounting friction etc) has a mechanical advantage of\nOption A. 2.\nOption B. 1/2.\nOption C. 1."", ""question"": ""What type of friction requires the greatest force to overcome it?"", ""options"": [""2."", ""1/2."", ""1.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,,,What is the ratio of load to effort called?,1.25 x 105.,12500 J.,12.5 kJ.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 44. What is the ratio of load to effort called?\nOption A. Mechanical advantage.\nOption B. Velocity ratio.\nOption C. Mechanical ratio.\nQuestion Number. 45. 1 kW is\nOption A. 3413 BTU per hour.\nOption B. 1.56 HP.\nOption C. 360 Joules.\nQuestion Number. 46. The tension in the cable of a crane is 2500 N and it lifts a load through 50m, what is the work\ndone on the load?\nOption A. 1.25 x 105.\nOption B. 12500 J.\nOption C. 12.5 kJ."", ""question"": ""What is the ratio of load to effort called?"", ""options"": [""1.25 x 105."", ""12500 J."", ""12.5 kJ.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""EASY""}"
M2,M2.02.05,,What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?,80 kJ.,784 kJ.,500 kJ.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 47. What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?\nOption A. 8 kJ.\nOption B. 4 kJ.\nOption C. 2 kJ.\n5 | P age\nQuestion Number. 48. The work done in lifting a mass of 2000 kg vertically to a height of 40 metres is\nOption A. 80 kJ.\nOption B. 784 kJ.\nOption C. 500 kJ."", ""question"": ""What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?"", ""options"": [""80 kJ."", ""784 kJ."", ""500 kJ.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,,,"For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?",28 m/s2.,14 m/s2.,252 m/s2.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 49. For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?\nOption A. 3270 N.\nOption B. 306.1 N.\nOption C. 333 N.\nQuestion Number. 50. A time period of 10 microseconds is equal to a frequency of.\nOption A. 100 kHz.\nOption B. 100 Hz.\nOption C. 1 Mhz.\nQuestion Number. 51. The SI unit of acceleration is the.\nOption A. metre per second squared.\nOption B. metre per second.\nOption C. square metre.\nQuestion Number. 52. If a body starts at rest and reaches 84 m/s in 3 seconds, its acceleration is\nOption A. 28 m/s2.\nOption B. 14 m/s2.\nOption C. 252 m/s2.\nEND"", ""question"": ""For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?"", ""options"": [""28 m/s2."", ""14 m/s2."", ""252 m/s2.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,,,An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?,600 nmiles/hour.,600 miles/hour.,150 nmiles/hour.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 1. An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?\nOption A. 600 nmiles/hour.\nOption B. 600 miles/hour.\nOption C. 150 nmiles/hour."", ""question"": ""An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?"", ""options"": [""600 nmiles/hour."", ""600 miles/hour."", ""150 nmiles/hour.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,M2.02.05,,A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?,7 cm.,3 seconds.,1/3 cycle.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 2. A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?\nOption A. 7 cm.\nOption B. 3 seconds.\nOption C. 1/3 cycle."", ""question"": ""A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?"", ""options"": [""7 cm."", ""3 seconds."", ""1/3 cycle.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M2,,,A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?,10 m/s2.,12 m/s2.,8 m/s2.,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 3. A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?\nOption A. 10 m/s2.\nOption B. 12 m/s2.\nOption C. 8 m/s2."", ""question"": ""A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?"", ""options"": [""10 m/s2."", ""12 m/s2."", ""8 m/s2.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""MEDIUM""}"
M2,,,What is the period of a frequency of 4 Hz?,400s.,80s.,20s.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Question Number. 4. What is the period of a frequency of 4 Hz?\nOption A. 8 seconds.\nOption B. 0.25 seconds.\nOption C. 4 seconds.\nQuestion Number. 5. A dot rotates around the circumference of a circle. If the vertical position of this dot is plotted on a\ngraph with respect to time the result will be\nOption A. a linear motion.\nOption B. a transverse waveform.\nOption C. a sinusoidal waveform.\nQuestion Number. 6. A freely falling body, falling from a height of 2km, and assuming g = 10m/s2, will strike the ground\nin a time of\nOption A. 400s.\nOption B. 80s.\nOption C. 20s."", ""question"": ""What is the period of a frequency of 4 Hz?"", ""options"": [""400s."", ""80s."", ""20s.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""pdf"", ""module"": ""M2"", ""difficulty"": ""EASY""}"
